,Latitude,Longitude,Tweets,Positive,Negative,Neutral,Mixed,Sentiment
12,25,-82," Ugh. Key Wester here; I biked through the tourist part of town yesterday and it looked like any pre-COVID spring day. Block-long line of people at the Southernmost Point, and jam-packed hotel parking lots. Frustrating, especially with our vaccine distribution slowed to a crawl.'",0.0002722678182180971,0.9946552515029907,0.005056428257375956,1.614043503650464e-05,NEGATIVE
13,25,-82,Investigation: MP's and SAGE heavily invested in Vaccine industry  The Daily Expose ,0.004069620277732611,0.14112688601016998,0.853330135345459,0.0014734037686139345,NEUTRAL
14,25,-82,SNL's Michael Che said Israel only vaccinated its Jewish half.' Critics call the joke an antisemitic trope.'By Timothy Bella,0.005783849861472845,0.6489600539207458,0.34516867995262146,8.744820661377162e-05,NEGATIVE
15,25,-82, congrats to doing a great job getting the covid19 vaccine out but Monroe County seems to be left out especially hard hit areas like keywest',0.06372750550508499,0.02748291753232479,0.00800527073442936,0.9007841944694519,MIXED
16,25,-82,White House Enlists Social Media Giants to Suppress Vaccine Misinformation'  Children's Health Defense ,0.0014591228682547808,0.12610512971878052,0.8724058270454407,2.988479900523089e-05,NEUTRAL
17,25,-82,"Johns Hopkins Doc: COVID Will Be Largely Gone By April, Half of U.S. Has Herd Immunity  Children's Health Defense ",0.07529666274785995,0.17694367468357086,0.7477412223815918,1.847204111982137e-05,NEUTRAL
18,25,-82, Got my call from Florida DOH today for my vaccine appt in Monroe Co',0.03855244815349579,0.006934005301445723,0.9544880390167236,2.5473031200817786e-05,NEUTRAL
19,25,-82, can the Hudson valley get a big vaccine center for everyone ? It's too hard to find appointments.',0.04158908873796463,0.24634024500846863,0.6059978008270264,0.10607288032770157,NEUTRAL
20,25,-82,"RT : In Monroe, 10,752 people have received the COVID19 vaccine, with 5,624 completing both doses. ",0.008318481035530567,0.134043887257576,0.8574500679969788,0.000187573503353633,NEUTRAL
21,25,-82,"In Monroe, 10,752 people have received the COVID19 vaccine, with 5,624 completing both doses. ",0.005337567534297705,0.008746062405407429,0.9857833385467529,0.0001329800725216046,NEUTRAL
22,25,-82, _iii I want to know how Florida is at 11% when I haven't seen a place yet that is offering the vaccine. All I see are a bunch of signs saying they do not have the vaccine.',0.0050621842965483665,0.5330140590667725,0.46177366375923157,0.00015013552911113948,NEGATIVE
23,25,-82,Also - the link: ,0.008486052975058556,0.002052233787253499,0.9882367253303528,0.0012249820865690708,NEUTRAL
24,25,-82, Good morning Mr President. We live in the FL Keys and it is impossible for my husband and I to get appointments for the coronavirus vaccine even though we are of the priority age and with preexisting health conditions. Can you help? Thanks and God bless.',0.756818950176239,0.07452429831027985,0.16796638071537018,0.0006903135217726231,POSITIVE
25,25,-82, Nice distraction since we are not even 30th in the world with the vaccine rollout. PATHETIC',0.6452163457870483,0.12165439128875732,0.004633997566998005,0.2284952700138092,POSITIVE
26,25,-82,RT : Husb and I are double dosed now. If that isn't the best birthday gift I don't know what is.  Get your vaccine ASAP.',0.04888569936156273,0.6308358907699585,0.31323304772377014,0.0070454333908855915,NEGATIVE
27,25,-82,How CDC Misled on COVID Vaccine Efficacy  Children's Health Defense ,0.0029908327851444483,0.6530953645706177,0.3438960909843445,1.776271528797224e-05,NEGATIVE
28,25,-82,"1 Yes, some of my relatives in the UK have had the vaccine. My mother is due for her second shot this week. most of the people we know are not old enough or in risky enough occupations.'",0.04745161533355713,0.21100261807441711,0.7209285497665405,0.020617222413420677,NEUTRAL
29,25,-82, had to do damage control after this was leaked. There is no way to know if this can penetrate the cells in the long term. Say NO to the vaccine  ,0.005034770350903273,0.9304406046867371,0.032784413546323776,0.03174016997218132,NEGATIVE
30,25,-81,I always enjoy spending time with  that leads enterprise networking and cloud for . We recently discussed the company's efforts to facilitate covid19 vaccine distribution with  ,0.7486535906791687,0.0066988212056458,0.2336530238389969,0.010994539596140385,POSITIVE
31,25,-81,Find out how to schedule your Covid-19 vaccine.Go to ,0.0065824431367218494,0.0013648240128532052,0.9919345378875732,0.00011817792255897075,NEUTRAL
32,25,-81, and now he'll have a tantrum and threatened to pull the vaccine',0.003109594341367483,0.8279885053634644,0.16764722764492035,0.0012547437800094485,NEGATIVE
33,25,-81,Looking for answers to your COVID Vaccine questions? Join us tomorrow!  ,0.04110041260719299,0.000591418647672981,0.9582874774932861,2.0674868210335262e-05,NEUTRAL
34,25,-81,Meghan McCain calls for Biden to replace Dr. Fauci over inconsistent' coronavirus vaccine messaging,0.009549304842948914,0.16616541147232056,0.8239732384681702,0.0003121071495115757,NEUTRAL
35,25,-81,RT 1031: I want my Fauci Ouchie but I live in FloriDuh... DeathSantis needs to up the vaccine distribution. Until we can RemoveRo',0.004724669735878706,0.7617856860160828,0.23324817419052124,0.00024150071840267628,NEGATIVE
36,25,-81,But do we still need to wear 5 masks? FireFauci ,0.010430682450532913,0.03936329111456871,0.9495999217033386,0.0006060997257009149,NEUTRAL
37,25,-81,I want my Fauci Ouchie but I live in FloriDuh... DeathSantis needs to up the vaccine distribution. Until we can RemoveRon Floridians are f**ked!',0.00432502431795001,0.9128116965293884,0.08225320279598236,0.0006101228063926101,NEGATIVE
38,25,-81, Good morning Mr President. We live in the FL Keys and it is impossible for my husband and I to get appointments for the coronavirus vaccine even though we are of the priority age and with preexisting health conditions. Can you help? Thanks and God bless.',0.756818950176239,0.07452429831027985,0.16796638071537018,0.0006903135217726231,POSITIVE
39,25,-81,RemoveRon for his failure to distribute vaccines properly in Florida. DeSantisIsACriminal DeSantisCovidCoverUp ,0.009317171759903431,0.6039125919342041,0.38255932927131653,0.004210897721350193,NEGATIVE
40,25,-81,"1 Yes, some of my relatives in the UK have had the vaccine. My mother is due for her second shot this week. most of the people we know are not old enough or in risky enough occupations.'",0.04745161533355713,0.21100261807441711,0.7209285497665405,0.020617222413420677,NEUTRAL
41,25,-80,I always enjoy spending time with  that leads enterprise networking and cloud for . We recently discussed the company's efforts to facilitate covid19 vaccine distribution with  ,0.7486535906791687,0.0066988212056458,0.2336530238389969,0.010994539596140385,POSITIVE
42,25,-80, and now he'll have a tantrum and threatened to pull the vaccine',0.003109594341367483,0.8279885053634644,0.16764722764492035,0.0012547437800094485,NEGATIVE
43,25,-80,Looking for answers to your COVID Vaccine questions? Join us tomorrow!  ,0.04110041260719299,0.000591418647672981,0.9582874774932861,2.0674868210335262e-05,NEUTRAL
44,25,-80,Meghan McCain calls for Biden to replace Dr. Fauci over inconsistent' coronavirus vaccine messaging,0.009549304842948914,0.16616541147232056,0.8239732384681702,0.0003121071495115757,NEUTRAL
45,25,-80,RT 1031: I want my Fauci Ouchie but I live in FloriDuh... DeathSantis needs to up the vaccine distribution. Until we can RemoveRo',0.004724669735878706,0.7617856860160828,0.23324817419052124,0.00024150071840267628,NEGATIVE
46,25,-80,I want my Fauci Ouchie but I live in FloriDuh... DeathSantis needs to up the vaccine distribution. Until we can RemoveRon Floridians are f**ked!',0.00432502431795001,0.9128116965293884,0.08225320279598236,0.0006101228063926101,NEGATIVE
47,25,-80,RemoveRon for his failure to distribute vaccines properly in Florida. DeSantisIsACriminal DeSantisCovidCoverUp ,0.009317171759903431,0.6039125919342041,0.38255932927131653,0.004210897721350193,NEGATIVE
48,25,-77,RT 4D:  Imagine thinking THIS government is going to use a vaccine (chip) to spy on us... when we can't even use ou',0.0021775022614747286,0.8588554859161377,0.13881182670593262,0.00015516647545155138,NEGATIVE
49,25,-77,RT : PAHO: Bahamas positioned to make 'best decision' with vaccinedistribution ,0.04584773629903793,0.08485683053731918,0.8640711903572083,0.005224249325692654,NEUTRAL
50,25,-77,P.M The Most Hon. Dr. Hubert Minnis on the arrival of the COVID-19 vaccine.  ,0.229524165391922,0.022594217211008072,0.7477725744247437,0.00010898708569584414,NEUTRAL
51,25,-77, I just waiting for my turn for the vaccine....done then books flights...lol',0.13047760725021362,0.1241183951497078,0.7318132519721985,0.01359072420746088,NEUTRAL
52,25,-77, One of the fascinating things is how little skepticism there was around another pharmaceutical product when one of the vaccine manufacturers created. ,0.8587090969085693,0.02079823799431324,0.10701452940702438,0.013478170149028301,POSITIVE
53,25,-77,RT _Hvrry: Lol even UB is require that you take a vaccine to attend..',0.00801545474678278,0.22571872174739838,0.7660781741142273,0.00018770551832858473,NEUTRAL
54,25,-77,RT _Hvrry: Lol even UB is require that you take a vaccine to attend..',0.00801545474678278,0.22571872174739838,0.7660781741142273,0.00018770551832858473,NEUTRAL
55,25,-77,RT _Hvrry: Lol even UB is require that you take a vaccine to attend..',0.00801545474678278,0.22571872174739838,0.7660781741142273,0.00018770551832858473,NEUTRAL
56,25,-77,"RT 1908: Im not an antivaxer but I don't take the flu shot.  I wouldn't mind taking the covid vaccine, but will it be like the flu'",0.030253591015934944,0.3338158428668976,0.6227030158042908,0.013227549381554127,NEUTRAL
57,25,-77,RT _Hvrry: Lol even UB is require that you take a vaccine to attend..',0.00801545474678278,0.22571872174739838,0.7660781741142273,0.00018770551832858473,NEUTRAL
58,25,-77,RT _Hvrry: Lol even UB is require that you take a vaccine to attend..',0.00801545474678278,0.22571872174739838,0.7660781741142273,0.00018770551832858473,NEUTRAL
59,25,-77,Lol even UB is require that you take a vaccine to attend..',0.018545038998126984,0.21219025552272797,0.7677448391914368,0.001519922399893403,NEUTRAL
60,25,-77,RT 4D:  Imagine thinking THIS government is going to use a vaccine (chip) to spy on us... when we can't even use ou',0.0021775022614747286,0.8588554859161377,0.13881182670593262,0.00015516647545155138,NEGATIVE
61,25,-77,RT 4D:  Imagine thinking THIS government is going to use a vaccine (chip) to spy on us... when we can't even use ou',0.0021775022614747286,0.8588554859161377,0.13881182670593262,0.00015516647545155138,NEGATIVE
62,25,-77,RT 4D:  Imagine thinking THIS government is going to use a vaccine (chip) to spy on us... when we can't even use ou',0.0021775022614747286,0.8588554859161377,0.13881182670593262,0.00015516647545155138,NEGATIVE
63,25,-77, Imagine thinking THIS government is going to use a vaccine (chip) to spy on us... when we can't even use our NIB 'smart card' to vote ,0.0015946768689900637,0.8641682863235474,0.13411171734333038,0.00012530299136415124,NEGATIVE
64,25,-77,"Im not an antivaxer but I don't take the flu shot.  I wouldn't mind taking the covid vaccine, but will it be like the flu shot? Next year, different covid, different vax? Genuine question. Call me dumb, that's fine, I didn't go to medical school. ",0.038051869720220566,0.19958454370498657,0.7509812712669373,0.011382383294403553,NEUTRAL
65,25,-77," Thank you for the Vaccine response but who will  be injecting the Vaccine, Medical Professionals? How much Vaccine Is in the first dose and  is everyone  injected with the same amount. Are the Syringes  Ultra Fine 1/2 CC or 1 CC. Please check and advise.'",0.3519749045372009,0.03164641559123993,0.6121684312820435,0.004210257902741432,NEUTRAL
66,25,-77,PAHO: Bahamas positioned to make 'best decision' with vaccinedistribution ,0.006275033112615347,0.007983761839568615,0.9855683445930481,0.0001728227362036705,NEUTRAL
67,25,-77,Minister of Health Hon. Renward Wells explains more on the COVID-19 vaccine here.  ,0.014575911685824394,0.006850146688520908,0.9785585403442383,1.5373074347735383e-05,NEUTRAL
68,25,-77,     Can you please help assuage my concerns re. the AstraZeneca vaccine distributed in this region; given that it's an Ad5 vectored vaccine and there are scientific reports that this type of vaccine increases risk of HIV-1 in men? Please advise.',0.009646094404160976,0.18669794499874115,0.8021297454833984,0.0015262396773323417,NEUTRAL
69,25,-77,   Can you please help assuage my concerns re. the AstraZeneca vaccine distributed in this region; given that it's an Ad5 vectored vaccine...while there are scientific reports that this type of vaccine increases risk of HIV-1 in men? I respect your COVID analyses. ,0.029041817411780357,0.153126522898674,0.7760916948318481,0.041740018874406815,NEUTRAL
70,25,-77,"I in the line now and just shocked to hear these people complain over 5G in The Bahamas, COVID and the vaccine ! Wow ",0.06834360212087631,0.8142926096916199,0.10255713760852814,0.014806653372943401,NEGATIVE
71,25,-77,'NO HESITATION': Sir Arthur will take COVID-19vaccine ,0.01374207902699709,0.0336313359439373,0.9526016116142273,2.5037974410224706e-05,NEUTRAL
72,25,-77,Min. of Health Hon. Renward Wells provides an update on the arrival of the COVID-19 vaccine. ,0.026479756459593773,0.0001876654423540458,0.9733022451400757,3.0264336601248942e-05,NEUTRAL
73,25,-77,RT 242: Wells: Vaccine will be in the country by end of the week ,0.04594378173351288,0.20853838324546814,0.7414814233779907,0.004036420956254005,NEUTRAL
74,25,-77,RT 242: Wells: Vaccine will be in the country by end of the week ,0.04594378173351288,0.20853838324546814,0.7414814233779907,0.004036420956254005,NEUTRAL
75,25,-77,RT 242: Wells: Vaccine will be in the country by end of the week ,0.04594378173351288,0.20853838324546814,0.7414814233779907,0.004036420956254005,NEUTRAL
76,25,-77,RT 242: Wells: Vaccine will be in the country by end of the week ,0.04594378173351288,0.20853838324546814,0.7414814233779907,0.004036420956254005,NEUTRAL
77,25,-77,Wells: Vaccine will be in the country by end of the week ,0.017943380400538445,0.028875961899757385,0.9521880149841309,0.0009926100028678775,NEUTRAL
78,25,-77,@_SonofMan If I see another 'whose taking the vaccine' ',0.0016239834949374199,0.10313410311937332,0.8951446413993835,9.733525803312659e-05,NEUTRAL
79,25,-77,RT : Imma take the vaccine ',0.0040987893007695675,0.037831395864486694,0.951778769493103,0.006291070953011513,NEUTRAL
80,25,-77,RT : Imma take the vaccine ',0.0040987893007695675,0.037831395864486694,0.951778769493103,0.006291070953011513,NEUTRAL
81,25,-77,"WHERE IS THE VACCINE, WELLS? WHAT'S THE PLAN? ",0.0006371664348989725,0.05331941321492195,0.9457683563232422,0.00027508585480973125,NEUTRAL
82,25,-77,RT : Imma take the vaccine ',0.0040987893007695675,0.037831395864486694,0.951778769493103,0.006291070953011513,NEUTRAL
83,25,-77,Imma take the vaccine ',0.00596455717459321,0.016527380794286728,0.9744039177894592,0.0031042005866765976,NEUTRAL
84,25,-77,"Healthcare workers, people over the age of 65, uniformed branch members and frontline workers will be among the first priority groups eligible to receive the COVID-19 vaccine. ",0.020944515243172646,0.0018566458020359278,0.9750151038169861,0.002183720702305436,NEUTRAL
85,25,-77,UK scientists: Vaccine passport feasible but must meet 'demanding criteria' ,0.0063422666862607,0.029248494654893875,0.39701107144355774,0.5673981308937073,MIXED
86,25,-77,It actually makes sense because it feeds their agenda.  Which is ; take the  free vaccine and you wouldn't need to pay for a test ,0.15595491230487823,0.16107408702373505,0.2738044261932373,0.4091665744781494,MIXED
87,25,-77,"LIFE OR DEATH: PM urges Bahamians to takevaccine 26,-104:",0.011415612883865833,0.07510542869567871,0.905816376209259,0.0076626078225672245,NEUTRAL
88,25,-77, Yeah and Biden and Harris campaigned on not trusting the vaccine bc it was Trumps',0.0021592765115201473,0.6818798184394836,0.3151881992816925,0.0007726647309027612,NEGATIVE
89,25,-77, Would've taken Biden Harris a year to name a suitably diverse panel to study a pathway to a vaccine',0.033352531492710114,0.225950688123703,0.7378059029579163,0.0028909374959766865,NEUTRAL
90,25,-77, Trump facilitated the vaccine got it in record time even with drug companies holding it till after election',0.205011785030365,0.23517145216464996,0.5292322039604187,0.030584614723920822,NEUTRAL
91,25,-77,"To Get Their Lives Back, Teens Volunteer for Vaccine Trials 26,-103:",0.0038079037331044674,0.00020875212794635445,0.9959801435470581,3.2311293125530938e-06,NEUTRAL
92,25,-77,"Apparently South African paper reports that from end of March ,WHO starts a compensation fund for people who have adverse reactions to vaccination.Have to really adverse to consider compensation.vaccine'",0.027263136580586433,0.45995160937309265,0.5040995478630066,0.008685708977282047,NEUTRAL
93,25,-77,"StocksToBuy : record highsHousing: record highsVaccine: record highsGovt spending: record highsRates: coming off record lows'26,-102:",0.03155544027686119,0.0015829757321625948,0.9667673110961914,9.427289478480816e-05,NEUTRAL
94,25,-77,"Apparently South African paper reports that from end of March ,WHO starts a compensation fund for people who have adverse reactions to vaccination.Have to really adverse to consider compensation.vaccine'",0.027263136580586433,0.45995160937309265,0.5040995478630066,0.008685708977282047,NEUTRAL
95,25,-77,"StocksToBuy : record highsHousing: record highsVaccine: record highsGovt spending: record highsRates: coming off record lows'26,-101:",0.02665148302912712,0.0013539025094360113,0.9719039797782898,9.063711331691593e-05,NEUTRAL
96,25,-77,BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination Setting | NEJM ,0.00036700599594041705,0.0017330060945823789,0.9978798627853394,2.0105224393773824e-05,NEUTRAL
97,25,-77,Gay D.C. Newscaster Suspended Over Fat-Shaming Vaccine Tweet ,0.0026776972226798534,0.08837753534317017,0.9089339971542358,1.0818254850164521e-05,NEUTRAL
98,25,-77,Me and the boys once we get the vaccine ,0.060756854712963104,0.16274215281009674,0.7601915001869202,0.016309574246406555,NEUTRAL
99,25,-77,"We must remember the scale of the challenge faced by politicians, epidemiologists, health-care workers, vaccine researchers, and the clunking bureaucracies that silently run our livesand remind ourselves which of those groups rose to the occasion, and which did not.'2/2'",0.046720344573259354,0.0063238185830414295,0.9335415959358215,0.013414145447313786,NEUTRAL
100,25,-77, Vaccine Latin Queen',0.0019353016978129745,0.010637346655130386,0.9874158501625061,1.1551035640877672e-05,NEUTRAL
101,25,-77,"Johnson and Johnson's vaccine safe and effective, FDA review concludes ",0.16208964586257935,0.001554428949020803,0.8343839049339294,0.0019719817209988832,NEUTRAL
102,25,-77,"The one-dose COVID-19 vaccine made by Johnson and Johnson protects against severe disease and has no serious safety concerns, according to a new analysis published today by the US Food and Drug Administration.",0.035965222865343094,0.0853910893201828,0.8781898021697998,0.00045378130744211376,NEUTRAL
103,25,-77,The first batch of vaccines developed by Chinese pharmaceutical company Sinovac is expected to arrive in Colombia.,0.013536720536649227,0.016214748844504356,0.9699636101722717,0.0002849353477358818,NEUTRAL
104,25,-77, Hello thanks for the info what info did you know about the vaccine for people for ages 25 up? Thanks ',0.6572214365005493,0.022655431181192398,0.3155963718891144,0.004526814445853233,POSITIVE
105,25,-77,RT : An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical t',0.04451202601194382,0.04381897300481796,0.8853656053543091,0.026303447782993317,NEUTRAL
106,25,-77,An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical trial in Brazil.,0.022845137864351273,0.0008074851357378066,0.9763087630271912,3.858789204969071e-05,NEUTRAL
107,25,-77,People I know who have had COVID:2People I know who've had fairly big problems with COVID:1People I know who've gotten vaccinated for COVID:2 (different people from the other list)People I know who've suffered negative vaccine side effects:0Hmmmmmmmmmmmmm...',0.004592123907059431,0.6123305559158325,0.383012592792511,6.469873915193602e-05,NEGATIVE
108,25,-77," Sir, first thing my dad id after his second vaccine was to resume his walks at the Wal Mart. I learned that old people have a lot of fun there...'",0.2084793895483017,0.1760859340429306,0.6145403981208801,0.0008942724671214819,NEUTRAL
109,25,-77,"Pfizer vaccine doesn't need ultra-cold storage after all, company says ",0.06800835579633713,0.04448753222823143,0.8277340531349182,0.05977001041173935,NEUTRAL
110,25,-77,"What should the public messaging about the vaccines be? 'They're safe. They're highly effective against serious disease. And the emerging evidence about infectiousness looks really good,'. 'If you have access to a vaccine and you're eligible, you should get it.' ",0.5919913053512573,0.02807578630745411,0.33193501830101013,0.04799792915582657,POSITIVE
111,25,-77,South Africa leads backlash against big pharma over Covid vaccine access ,0.0075736320577561855,0.21978893876075745,0.7689911127090454,0.0036462945863604546,NEUTRAL
112,25,-77,"Vaccine tracker:COVID19 26,-100:",0.00013869788381271064,0.0002437489602016285,0.9996066689491272,1.0983068932546303e-05,NEUTRAL
113,25,-77,BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination Setting | NEJM ,0.00036700599594041705,0.0017330060945823789,0.9978798627853394,2.0105224393773824e-05,NEUTRAL
114,25,-77,Gay D.C. Newscaster Suspended Over Fat-Shaming Vaccine Tweet ,0.0026776972226798534,0.08837753534317017,0.9089339971542358,1.0818254850164521e-05,NEUTRAL
115,25,-77,Me and the boys once we get the vaccine ,0.060756854712963104,0.16274215281009674,0.7601915001869202,0.016309574246406555,NEUTRAL
116,25,-77,"We must remember the scale of the challenge faced by politicians, epidemiologists, health-care workers, vaccine researchers, and the clunking bureaucracies that silently run our livesand remind ourselves which of those groups rose to the occasion, and which did not.'2/2'",0.046720344573259354,0.0063238185830414295,0.9335415959358215,0.013414145447313786,NEUTRAL
117,25,-77, Vaccine Latin Queen',0.0019353016978129745,0.010637346655130386,0.9874158501625061,1.1551035640877672e-05,NEUTRAL
118,25,-77,"Johnson and Johnson's vaccine safe and effective, FDA review concludes ",0.16208964586257935,0.001554428949020803,0.8343839049339294,0.0019719817209988832,NEUTRAL
119,25,-77,"The one-dose COVID-19 vaccine made by Johnson and Johnson protects against severe disease and has no serious safety concerns, according to a new analysis published today by the US Food and Drug Administration.",0.035965222865343094,0.0853910893201828,0.8781898021697998,0.00045378130744211376,NEUTRAL
120,25,-77,The first batch of vaccines developed by Chinese pharmaceutical company Sinovac is expected to arrive in Colombia.,0.013536720536649227,0.016214748844504356,0.9699636101722717,0.0002849353477358818,NEUTRAL
121,25,-77, Hello thanks for the info what info did you know about the vaccine for people for ages 25 up? Thanks ',0.6572214365005493,0.022655431181192398,0.3155963718891144,0.004526814445853233,POSITIVE
122,25,-77,RT : An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical t',0.04451202601194382,0.04381897300481796,0.8853656053543091,0.026303447782993317,NEUTRAL
123,25,-77,An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical trial in Brazil.,0.022845137864351273,0.0008074851357378066,0.9763087630271912,3.858789204969071e-05,NEUTRAL
124,25,-77,People I know who have had COVID:2People I know who've had fairly big problems with COVID:1People I know who've gotten vaccinated for COVID:2 (different people from the other list)People I know who've suffered negative vaccine side effects:0Hmmmmmmmmmmmmm...',0.004592123907059431,0.6123305559158325,0.383012592792511,6.469873915193602e-05,NEGATIVE
125,25,-77," Sir, first thing my dad id after his second vaccine was to resume his walks at the Wal Mart. I learned that old people have a lot of fun there...'",0.2084793895483017,0.1760859340429306,0.6145403981208801,0.0008942724671214819,NEUTRAL
126,25,-77,"Pfizer vaccine doesn't need ultra-cold storage after all, company says ",0.06800835579633713,0.04448753222823143,0.8277340531349182,0.05977001041173935,NEUTRAL
127,25,-77,"What should the public messaging about the vaccines be? 'They're safe. They're highly effective against serious disease. And the emerging evidence about infectiousness looks really good,'. 'If you have access to a vaccine and you're eligible, you should get it.' ",0.5919913053512573,0.02807578630745411,0.33193501830101013,0.04799792915582657,POSITIVE
128,25,-77,South Africa leads backlash against big pharma over Covid vaccine access ,0.0075736320577561855,0.21978893876075745,0.7689911127090454,0.0036462945863604546,NEUTRAL
129,25,-77,Vaccine tracker:COVID19 ,0.0011321845231577754,0.01826692931354046,0.9805817008018494,1.921368129842449e-05,NEUTRAL
130,26,-99,About to get my Covid vaccine and I think I might just faint',0.0496426559984684,0.39609163999557495,0.34503981471061707,0.20922590792179108,NEGATIVE
131,26,-99," If you are perfectly healthy I'd say you shouldnt inject yourself with something that could potentially make you sick! People felt side effects after the vaccine and the vaccine companies aren't liable if something were to happen, but then again that's just my opinion'",0.03666460141539574,0.705481231212616,0.10185553133487701,0.1559985727071762,NEGATIVE
132,26,-99,Thankful and blessed.... today I got my Negative Covid results and the second dose of the vaccine ',0.9841626882553101,0.003871072782203555,0.005742179695516825,0.006224131211638451,POSITIVE
133,26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'",0.6897757053375244,0.004833291284739971,0.30524906516075134,0.00014196521078702062,POSITIVE
134,26,-98,Aight Im not getting no covid vaccine y'all sound miserable ',0.00342150148935616,0.9515517354011536,0.04443221166729927,0.0005945479497313499,NEGATIVE
135,26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'",0.6897757053375244,0.004833291284739971,0.30524906516075134,0.00014196521078702062,POSITIVE
136,26,-98,"If cleared for emergency use, the JandJ vaccine would offer a one-dose option that could help speed vaccinations. ",0.043537918478250504,0.06233258545398712,0.8457766175270081,0.048352885991334915,NEUTRAL
137,26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'",0.6897757053375244,0.004833291284739971,0.30524906516075134,0.00014196521078702062,POSITIVE
138,26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'",0.6897757053375244,0.004833291284739971,0.30524906516075134,0.00014196521078702062,POSITIVE
139,26,-98,"Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna COVID vaccine this morning. I will continue to work with our local partners to allocate vaccines to the 65+ population as they are our most vulnerable. p2proud ",0.6819512248039246,0.0015763469273224473,0.31491774320602417,0.001554697984829545,POSITIVE
140,26,-98,"Today, City of Brownsville and TSC hosted a COVID-19 vaccination clinic at the TSC ITEC Center.To date, more than 3,000 people over 65 or 18 and older with an underlying Heath condition have received their first dose of the Moderna vaccine.ScorpionStrong BrownsvilleStrong ",0.020781071856617928,0.009448977187275887,0.9697572588920593,1.2740440979541745e-05,NEUTRAL
