Latitude,Longitude,Tweets
25,-77, Trump facilitated the vaccine got it in record time even with drug companies holding it till after election'
25,-77,"To Get Their Lives Back, Teens Volunteer for Vaccine Trials 26,-103:"
25,-77,"Apparently South African paper reports that from end of March ,WHO starts a compensation fund for people who have adverse reactions to vaccination.Have to really adverse to consider compensation.vaccine'"
25,-77,"StocksToBuy : record highsHousing: record highsVaccine: record highsGovt spending: record highsRates: coming off record lows'26,-102:"
25,-77,"Apparently South African paper reports that from end of March ,WHO starts a compensation fund for people who have adverse reactions to vaccination.Have to really adverse to consider compensation.vaccine'"
25,-77,"StocksToBuy : record highsHousing: record highsVaccine: record highsGovt spending: record highsRates: coming off record lows'26,-101:"
25,-77,BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination Setting | NEJM 
25,-77,Gay D.C. Newscaster Suspended Over Fat-Shaming Vaccine Tweet 
25,-77,Me and the boys once we get the vaccine 
25,-77,"We must remember the scale of the challenge faced by politicians, epidemiologists, health-care workers, vaccine researchers, and the clunking bureaucracies that silently run our livesand remind ourselves which of those groups rose to the occasion, and which did not.'2/2'"
25,-77, Vaccine Latin Queen'
25,-77,"Johnson and Johnson's vaccine safe and effective, FDA review concludes "
25,-77,"The one-dose COVID-19 vaccine made by Johnson and Johnson protects against severe disease and has no serious safety concerns, according to a new analysis published today by the US Food and Drug Administration."
25,-77,The first batch of vaccines developed by Chinese pharmaceutical company Sinovac is expected to arrive in Colombia.
25,-77, Hello thanks for the info what info did you know about the vaccine for people for ages 25 up? Thanks '
25,-77,RT : An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical t'
25,-77,An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical trial in Brazil.
25,-77,People I know who have had COVID:2People I know who've had fairly big problems with COVID:1People I know who've gotten vaccinated for COVID:2 (different people from the other list)People I know who've suffered negative vaccine side effects:0Hmmmmmmmmmmmmm...'
25,-77," Sir, first thing my dad id after his second vaccine was to resume his walks at the Wal Mart. I learned that old people have a lot of fun there...'"
25,-77,"Pfizer vaccine doesn't need ultra-cold storage after all, company says "
25,-77,"What should the public messaging about the vaccines be? 'They're safe. They're highly effective against serious disease. And the emerging evidence about infectiousness looks really good,'. 'If you have access to a vaccine and you're eligible, you should get it.' "
25,-77,South Africa leads backlash against big pharma over Covid vaccine access 
25,-77,"Vaccine tracker:COVID19 26,-100:"
25,-77,BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination Setting | NEJM 
25,-77,Gay D.C. Newscaster Suspended Over Fat-Shaming Vaccine Tweet 
25,-77,Me and the boys once we get the vaccine 
25,-77,"We must remember the scale of the challenge faced by politicians, epidemiologists, health-care workers, vaccine researchers, and the clunking bureaucracies that silently run our livesand remind ourselves which of those groups rose to the occasion, and which did not.'2/2'"
25,-77, Vaccine Latin Queen'
25,-77,"Johnson and Johnson's vaccine safe and effective, FDA review concludes "
25,-77,"The one-dose COVID-19 vaccine made by Johnson and Johnson protects against severe disease and has no serious safety concerns, according to a new analysis published today by the US Food and Drug Administration."
25,-77,The first batch of vaccines developed by Chinese pharmaceutical company Sinovac is expected to arrive in Colombia.
25,-77, Hello thanks for the info what info did you know about the vaccine for people for ages 25 up? Thanks '
25,-77,RT : An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical t'
25,-77,An experimental coronavirus vaccine developed by China's Sinovac Biotech appeared to be safe in a late-stage clinical trial in Brazil.
25,-77,People I know who have had COVID:2People I know who've had fairly big problems with COVID:1People I know who've gotten vaccinated for COVID:2 (different people from the other list)People I know who've suffered negative vaccine side effects:0Hmmmmmmmmmmmmm...'
25,-77," Sir, first thing my dad id after his second vaccine was to resume his walks at the Wal Mart. I learned that old people have a lot of fun there...'"
25,-77,"Pfizer vaccine doesn't need ultra-cold storage after all, company says "
25,-77,"What should the public messaging about the vaccines be? 'They're safe. They're highly effective against serious disease. And the emerging evidence about infectiousness looks really good,'. 'If you have access to a vaccine and you're eligible, you should get it.' "
25,-77,South Africa leads backlash against big pharma over Covid vaccine access 
25,-77,Vaccine tracker:COVID19 
26,-99,About to get my Covid vaccine and I think I might just faint'
26,-99," If you are perfectly healthy I'd say you shouldnt inject yourself with something that could potentially make you sick! People felt side effects after the vaccine and the vaccine companies aren't liable if something were to happen, but then again that's just my opinion'"
26,-99,Thankful and blessed.... today I got my Negative Covid results and the second dose of the vaccine '
26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'"
26,-98,Aight Im not getting no covid vaccine y'all sound miserable '
26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'"
26,-98,"If cleared for emergency use, the JandJ vaccine would offer a one-dose option that could help speed vaccinations. "
26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'"
26,-98,"RT 2: Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna'"
26,-98,"Mr. Arguello, a 101 year old Pct 2 resident, told us that he is very grateful to receive his first dose of the Moderna COVID vaccine this morning. I will continue to work with our local partners to allocate vaccines to the 65+ population as they are our most vulnerable. p2proud "
26,-98,"Today, City of Brownsville and TSC hosted a COVID-19 vaccination clinic at the TSC ITEC Center.To date, more than 3,000 people over 65 or 18 and older with an underlying Heath condition have received their first dose of the Moderna vaccine.ScorpionStrong BrownsvilleStrong "
26,-98,"Edinburg CISD, City of Edinburg, Hidalgo County host First Dose COVID-19 Community Vaccine Clinic Today "
26,-98,Got the COVID Vaccine! God is good!  vaccinated 
26,-98," DC is right in line with the rest of the US for doses administered, which is much much better than almost anywhere else in the world. It could be even better, but it's really good. "
26,-98,Got my first vaccine yesterday and today i woke up with a fever... fuck it'
26,-98, say they have a Cancer vaccine that works.! hmmmm    $AMC $GME 
26,-98,"FDA Approves Warmer Transport and Storage of Pfizer COVID-19 Vaccine.Prior to the change, the vaccine was expected to be stored at -122 degrees Fahrenheit, now at -76F."
26,-98,I feel like I'm on fire yet I have chills... anyone else who's had their second dose of covid vaccine felt this way? '
26,-98,"RT : Johnson and Johnson's single-dose coronavirus vaccine is safe and effective, FDA says"
26,-98,"If anyone can donate or at least rt, I'll be forever greatful. My best friend lost her ability to walk after taking the second dose of the covid vaccine. She's already getting therapy, but hospital bills aren't cheap, even with insurance. "
26,-98,"Johnson and Johnson's single-dose coronavirus vaccine is safe and effective, FDA says"
26,-98,"In December, AHCA launched GetVaccinated, a nationwide campaign that aims to encourage all long term care residents, families and staff members to consent to the vaccine as well as provide credible information to help inform their decision. "
26,-98,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-98,"In December, AHCA launched GetVaccinated, a nationwide campaign that aims to encourage all long term care residents, families and staff members to consent to the vaccine as well as provide credible information to help inform their decision. "
26,-98,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-98,"We are continuing to inform our staff about the credibility and safety of the vaccines through our GetVaccinated campaign, and we hope this goal will further encourage more of our staff members to get the vaccine.' "
26,-98,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-98,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-98,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-98,Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligible to take it at 
26,-98,"I get my second vaccine shot on Monday. Then two weeks after that I can return to the gym!!! I workout at home but I need more equipment and weights. Also, the gym was my form of therapy. Looking forward to going back soon.'"
26,-98,_K_9 Vaccine up and I'm down...2020 and 2021 have been blowing big balls.Pinned tweet says it all.. 
26,-98,"We are continuing to inform our staff about the credibility and safety of the vaccines through our GetVaccinated campaign, and we hope this goal will further encourage more of our staff members to get the vaccine.' "
26,-98,Addressing the Cold Reality of mRNA Vaccine Stability 
26,-98,RT _olney: 14% of the population has at least one vaccine shot. At least 15% (likely a LOT more) have antibodies from contracting COVID.'
26,-98,How can I get a COVID vaccine??I need the details........'
26,-98,"14% of the population has at least one vaccine shot. At least 15% (likely a LOT more) have antibodies from contracting COVID. Even assuming some overlap, we're probably well over a third of the country with some level of protection. "
26,-98,"RT 4rgv: Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday'"
26,-98,"Canada is closing in on 1.7 million COVID vaccine doses, making it the 20th best country in the world for vaccine delivery.The US distributed 1.8 million doses TODAY.'"
26,-98,"Vaccine doses:Today: 1.8 millionYesterday: 1.4 millionOne week ago: 1.7 millionRolling 7-day average: 1.3 millionLooks like we might finally be getting out from under the storm.Total shots: 68,274,1171+ shot: % 13.92 shots: % 6.5"
26,-98,"Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday, Feb. 26."
26,-98,"Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday, Feb. 26."
26,-98,"I got my COVID vaccine yesterday and my arm is killing me. Anyone know how to get rid of it?? I can barely move it and it's like a nonstop,constant soreness pain.'"
26,-97,Aight Im not getting no covid vaccine y'all sound miserable '
26,-97,"If cleared for emergency use, the JandJ vaccine would offer a one-dose option that could help speed vaccinations. "
26,-97,"Today, City of Brownsville and TSC hosted a COVID-19 vaccination clinic at the TSC ITEC Center.To date, more than 3,000 people over 65 or 18 and older with an underlying Heath condition have received their first dose of the Moderna vaccine.ScorpionStrong BrownsvilleStrong "
26,-97," DC is right in line with the rest of the US for doses administered, which is much much better than almost anywhere else in the world. It could be even better, but it's really good. "
26,-97, say they have a Cancer vaccine that works.! hmmmm    $AMC $GME 
26,-97,"FDA Approves Warmer Transport and Storage of Pfizer COVID-19 Vaccine.Prior to the change, the vaccine was expected to be stored at -122 degrees Fahrenheit, now at -76F."
26,-97,"RT : Johnson and Johnson's single-dose coronavirus vaccine is safe and effective, FDA says"
26,-97,"Johnson and Johnson's single-dose coronavirus vaccine is safe and effective, FDA says"
26,-97,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-97,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-97,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-97,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-97,RT : Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligi
26,-97,Today San Benito Walmart started administering the Pfizer COVID vaccine. Check out if you or someone you know are eligible to take it at 
26,-97,RT _olney: 14% of the population has at least one vaccine shot. At least 15% (likely a LOT more) have antibodies from contracting COVID.'
26,-97,How can I get a COVID vaccine??I need the details........'
26,-97,"14% of the population has at least one vaccine shot. At least 15% (likely a LOT more) have antibodies from contracting COVID. Even assuming some overlap, we're probably well over a third of the country with some level of protection. "
26,-97,"RT 4rgv: Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday'"
26,-97,"Canada is closing in on 1.7 million COVID vaccine doses, making it the 20th best country in the world for vaccine delivery.The US distributed 1.8 million doses TODAY.'"
26,-97,"Vaccine doses:Today: 1.8 millionYesterday: 1.4 millionOne week ago: 1.7 millionRolling 7-day average: 1.3 millionLooks like we might finally be getting out from under the storm.Total shots: 68,274,1171+ shot: % 13.92 shots: % 6.5"
26,-97,"Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday, Feb. 26."
26,-97,"Hidalgo County Precinct 2, in conjunction with PSJA ISD and the city of San Juan will host a COVID-19 vaccine clinic on Friday, Feb. 26."
26,-97,"RT _LFU: I will be setting an appt this afternoon. Here's a link you may want to try if you've yet to be vaccinated. Thank you, @'"
26,-97,_3  They'll prevail once they get the HIV vaccine'
26,-97,"I will be setting an appt this afternoon. Here's a link you may want to try if you've yet to be vaccinated. Thank you,  for thinking of and for sending this to me.  lovethyneighbor "
26,-97, I'm so glad ur mom is getting the vaccine. I promise it does not hurt but later her arm may be sore. I moved my arm around so it did not stiffen up. Blessing to u and ur mom!!!'
26,-97,Pfizer COVID-19 Vaccine Works in Real World' TestThe vaccine was 92% effective at preventing severe disease after two shots and 62% after one.
26,-97,RT 23: COVID-19 VACCINE UPDATE: This clinic is for those 65 and older. Pre-registration is taking place Thursday at 8 a.m.
26,-97,Harlingen to hold COVID-19 vaccine clinic for people 65 and older
26,-97,RT 4rgv: COVID-19 VACCINE UPDATE: This clinic is for those 65 and older. Pre-registration is taking place Thursday at 8 a.m.
26,-97,COVID-19 VACCINE UPDATE: This clinic is for those 65 and older. Pre-registration is taking place Thursday at 8 a.m.
26,-97,COVID-19 VACCINE UPDATE: This clinic is for those 65 and older. Pre-registration is taking place Thursday at 8 a.m.
26,-97,We've partnered with CAMCO for another 1st dose Vaccine Clinic happening tomorrow.  We're distributing wristbands TODAY at the Harlingen Convention Center and the Harlingen Emergency Operations Center starting at 8 a.m.   Info here: 
26,-97,A COVID-19 vaccine clinic will be held in Brownsville on Friday for anyone over the age of 65 and residents above 18 with qualifying health conditions.
26,-97,A COVID-19 vaccine clinic will be held in Brownsville on Friday for anyone over the age of 65 and residents above 18 with qualifying health conditions.
26,-97,Starr County is getting thousands of COVID-19 vaccines to distribute to its residents.
26,-97,Starr County is getting thousands of COVID-19 vaccines to distribute to its residents.
26,-97,"Vaccine doses:Today: 1.4 millionYesterday: 0.86 millionOne week ago: 1.3 millionRolling 7-day average: 1.3 millionNot great, but not as awful as yesterday. Progress?Total shots: 66,464,9471+ shot: % 13.62 shots: % 6.2"
26,-97,While waiting to get my vaccine. The young man in the photo asked. 'Are you a teacher?' He said your voice sounds like my science teacher from  Turns out that this young man was my student.  whatwedoshapestheworld ScienceMatters bethelight  
26,-97,"Finally getting my COVID vaccine but idk how to feel, I'm nervous '"
26,-82,Morning Roundup.....
26,-82,"America first, world second: Biden's effort for global vaccine are thwarted by U.S. policy - NBC News "
26,-82,"  When everyone in this state has received the vaccine, then you can brag about the leadership in Florida, Ron..'"
26,-82,Publix has expanded online reservations for the COVID-19 vaccine to all 730 locations in Florida with in-store pharmacies. 
26,-82,4vannnah _K4 Night need to get this vaccine now....'
26,-82, Biden does not actively promote abortion any more than he promotes amputation. He promotes wearing a mask and getting a vaccine. He promotes a living wage for all who work 40 hours a week. Biden promotes a $1400 stimulus check to average Americans. Biden doesn't promote abortion.'
26,-82,"RT 7:  Vaccine will kill you please don't take it , Larry King died because he took the vaccine'"
26,-82,"  Whatthe deal with putting vaccine stations in gated communities? Whatthe deal with trying to get a vax appointment and just watching a blank screen until finally, it says 'all appointments taken.' Why does the governor only serve the rich, the powerful, and himself?'"
26,-82, I just reviewed your arrive Canada app. There is no consideration for vaccinated people. Can you explain why?..Without consideration why do people have any incentive to get the vaccine? Vaccine efficacy 93-95%; Testing 60-87% Please clarify..Thank you'
26,-82,4/4 These were the results for the COVID-19 vaccine appointments Publix scheduled in Florida on February 24th. 
26,-82,"1/ Publix scheduled COVID-19 vaccine appointments for 43 Florida counties on February 26th.Supply and demand remain imbalanced. SWFL counties Charlotte, Collier and Lee filled within 35 minutes. Leon County was at 47% after 3 hours.Note: Color coding limited to 120 minutes. "
26,-82," @1SparkyOne My husband and I are over 65, live in Florida and have no idea when we will receive the vaccine. We have applied to several places but have heard nothing.'"
26,-82,"Tried to schedule a COVID vaccine this morning. By 7:35 Collier, Lee and Charlotte counties were all filled, no vaccines available. At 8:00 no other country was filled, in fact many still showed well over 75% vaccines available.Southwest Florida was very underserved this morning.'"
26,-82,"As soon as everyone is vaccinated, globalist governments will say there's a new variant that doesn't work with the vaccine.  This isn't going to end.'"
26,-82,Finally got my mom a vaccine appointment. She gets her first dose Monday afternoon. '
26,-82,"551 My sister, also a nurse btw, had her 2nd vaccine yesterday and is experiencing every symptom you're reporting. She says Tylenol helps. Hope you feel better soon.'"
26,-82," Anything coming up in Danvers?, My dad is 85 with Parkinsons and still no vaccine.'"
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82, They held vaccine for months according to sources.'
26,-82,  Are you on/in?A. Cargo planeB. Vaccine storage unitC.  Home office D.  Fed secret mission'
26,-82, What COVID? Didn't that magically go away last April?Didn't Kaylie promise us 45** would never allow it to enter USA?Didn't Kellyanne say it was contained?Didn't we all just inject Lysol to kill it?Jared sold our vaccine and PPE.'
26,-82,Publix: Where political giving to DeSantis helped get no-bid COVID vaccine business  
26,-82,"Moderna expects to bring in $18.4bn this year from deals it has signed for its Covid-19 vaccine, as the pandemic transforms the fortunes of the loss-making start-up. pharma'"
26,-82,The Pfizer CEO Says This Is How Often You'll Need a COVID Vaccine SmartNews  
26,-82,This is a wonderful story and it's nice that healthcare workers can see some joy instead of just heartbreak. 
26,-82,Oh oh. Publix will have 43 Florida counties in their COVID-19 vaccine 'lottery' February 26th at 7:00 AM EST.This is two more counties (Miami-Dade and Broward) than the previous record.Previous results on February 24th: 
26,-82,"This is the best news I've heard, since the creation of the vaccine, regarding the covid outbreak. There has been an 80% drop in nursing home deaths since the vaccine has been rolled out. "
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,"Has anyone noticed a pattern for when Walmart, Winn-Dixie and CVS make new vaccine appointments available? "
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,RT _59: 'New strand of corona in 2021'My body after getting this vaccine: 
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,RT 60: Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,Is the Florida Governor the only Governor selling Covid-19 vaccine shots?  Asking for a friend.'
26,-82,Thank you President Trump for bringing the vaccine to fruition 
26,-82,"RT 1: I will get my vaccine as soon as humanly possible.   Once my number is called, I am all in.'"
26,-82,"RT : _HHopkins  Good luck to your son. I'm a senior, over 65 in Florida and only God knows when we will be able'"
26,-82,"RT : _HHopkins  Good luck to your son. I'm a senior, over 65 in Florida and only God knows when we will be able'"
26,-81,Manatee sheriff investigating commissioner behind VIP vaccine event 
26,-81,"RT : Walmart expands COVID-19 vaccine access to 1,400 pharmacies in 35 states "
